killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
Uaz,AWDHCGCSWERTsf,2.0,213407.4,469874.2,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,22.033333333333335,Player 7791,10.0,202472.3,472607.1
SCAR-L,YcTooLI,11.0,167410.7,337123.8,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,11.166666666666666,Player 7792,26.0,167625.0,337346.9
AKM,ZFQ66,15.0,537855.9,415661.5,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,9.25,Player 7793,27.0,537722.8,417148.5
Uaz,AWDHCGCSWERTsf,2.0,213407.4,469874.2,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,22.033333333333335,Player 7794,10.0,202427.1,472740.5
Down and Out,zxc96356,1.0,223308.8,460825.2,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,30.416666666666668,Player 7795,2.0,212424.3,465193.3
M16A4,NukeSkyWalker,39.0,607472.1,479219.6,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,4.516666666666667,Player 7796,16.0,606867.4,480474.0
Down and Out,StealthyGrandma,4.0,238100.4,418658.8,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,24.3,Player 7797,8.0,237525.3,419953.1
SCAR-L,StealthyGrandma,4.0,238072.6,418823.8,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,24.3,Player 7798,8.0,237798.3,419557.7
M16A4,ID5201314,10.0,330266.1,395698.6,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,18.666666666666668,Player 7799,15.0,330844.5,391348.6
UMP9,ghost--sniper,24.0,491673.8,443484.5,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,10.65,Player 7800,27.0,491575.3,442736.3
Down and Out,liuzhaolzlzlz,2.0,214642.4,470183.4,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,20.583333333333332,Player 7801,13.0,218263.2,470000.1
Down and Out,BerseKerg,16.0,385694.6,427544.6,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,16.533333333333335,Player 7802,19.0,389207.4,430875.8
AKM,Ferryman8,19.0,678855.8,461725.6,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,3.6166666666666667,Player 7803,40.0,676726.7,464084.3
RedZone,unknown,,,,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,11.583333333333334,Player 7804,24.0,490056.6,442946.9
S1897,bxhAV,27.0,539020.4,461036.0,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,3.433333333333333,Player 7805,15.0,541451.9,460580.9
Down and Out,YGINHALIFAX,12.0,206923.5,413156.4,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,13.616666666666667,Player 7806,20.0,204345.2,411492.7
M416,Chrischien,1.0,224074.1,460935.4,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,30.416666666666668,Player 7807,2.0,224361.8,460576.6
SKS,wangjinghu,21.0,444601.0,623810.8,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,5.55,Player 7808,35.0,437863.5,623302.3
Groza,liuzhaolzlzlz,2.0,216620.0,470465.3,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,20.583333333333332,Player 7810,13.0,218487.9,472600.6
Mini 14,hs19970218,9.0,227637.6,325497.1,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,17.4,Player 7811,18.0,220022.8,326381.4
Down and Out,Ferryman8,19.0,720946.7,449761.3,ERANGEL,2U4GBNA0YmlUScGXnfhaSq7jRle46pc7KXGFaMjTlgH9HquDhb8AgnYzyiGtI9ZF,7.566666666666666,Player 7813,32.0,725186.6,433355.6
M16A4,AzMood,15.0,418332.5,323986.2,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,4.633333333333334,Player 7814,37.0,418192.2,327179.2
Micro UZI,Jared_Peppers23,8.0,220392.1,391384.3,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,4.433333333333334,Player 7815,38.0,221859.2,392055.2
M416,DaiDaiiiiiiii,1.0,574540.6,382262.7,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,3.7333333333333334,Player 7816,41.0,574232.1,381933.7
P92,Gotfuz,6.0,605225.7,489760.7,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,2.4166666666666665,Player 7817,45.0,604463.1,489257.3
P1911,Dannybravo,26.0,582533.6,483719.2,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,1.8666666666666667,Player 7819,45.0,582808.1,483692.4
Down and Out,AzMood,15.0,418337.9,323983.5,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,4.633333333333334,Player 7820,37.0,418315.1,324700.9
R1895,CoastAndRoast,44.0,219046.9,394064.6,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,2.65,Player 7821,38.0,219490.8,394112.1
Kar98k,DliveM,5.0,204869.5,353054.5,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,21.616666666666667,Player 7822,12.0,200908.1,362465.8
Down and Out,SubjectCxR,26.0,415008.2,477590.4,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,7.233333333333333,Player 7823,32.0,409512.2,478338.7
UMP9,fafafafafafafafa,10.0,357132.7,406734.4,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,20.65,Player 7824,14.0,355413.9,409323.5
Down and Out,DaiDaiiiiiiii,1.0,574629.4,382160.2,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,3.7333333333333334,Player 7825,41.0,574856.6,381235.8
M16A4,WishUAMforEVER,3.0,679503.4,456548.2,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,7.266666666666667,Player 7826,31.0,674032.3,448045.6
UMP9,ToxicCuddles,34.0,700329.3,341098.0,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,2.3333333333333335,Player 7827,16.0,700324.9,341405.6
Down and Out,SubjectCxR,26.0,303197.9,504557.6,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,9.883333333333333,Player 7828,27.0,302043.5,507189.5
Bluezone,unknown,,,,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,13.233333333333333,Player 7829,45.0,0.0,0.0
Micro UZI,6Chito,29.0,622731.6,378763.1,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,3.6166666666666667,Player 7830,42.0,622727.1,378889.8
M16A4,Dannybravo,26.0,301064.3,500707.7,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,9.883333333333333,Player 7831,27.0,301647.6,503311.2
Kar98k,DaiDaiiiiiiii,1.0,300465.6,372067.3,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,19.85,Player 7832,16.0,0.0,0.0
M416,mayday_1008,18.0,113983.4,309577.4,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,15.316666666666666,Player 7833,12.0,114208.4,307968.8
M416,WishUAMforEVER,3.0,347292.8,443015.3,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,15.833333333333334,Player 7834,14.0,362611.5,413478.6
Down and Out,SVEDKA,12.0,114628.4,309694.6,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,15.933333333333334,Player 7835,18.0,113396.0,312862.8
M416,WishUAMforEVER,3.0,260502.9,393193.0,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,29.183333333333334,Player 7836,4.0,271511.0,398643.2
S686,rearsus,38.0,220034.0,393365.0,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,2.1666666666666665,Player 7837,44.0,219988.9,393765.5
AKM,TheMonstar,16.0,711821.3,331229.6,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,6.75,Player 7838,34.0,710007.6,330287.3
AKM,BarraBrava,26.0,373386.4,404127.9,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,4.266666666666667,Player 7839,39.0,371419.0,410298.1
M416,CHANGBANGER,12.0,118585.8,297270.8,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,17.25,Player 7840,18.0,117153.0,313161.4
UMP9,McFlufferSocks,27.0,301577.6,503570.3,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,9.75,Player 7841,26.0,302578.8,504153.1
Down and Out,malelgbb,10.0,372842.6,410871.3,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,4.266666666666667,Player 7842,39.0,370751.5,409609.1
M416,6Dios,29.0,623044.1,378862.4,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,3.6166666666666667,Player 7843,42.0,622817.9,378723.2
Down and Out,WishUAMforEVER,3.0,388699.9,426002.7,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,12.483333333333333,Player 7844,45.0,388199.2,425985.4
Down and Out,Pinksist_L,25.0,373144.0,361053.4,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,4.683333333333334,Player 7845,36.0,373379.8,360147.5
Bluezone,Gotfuz,6.0,0.0,0.0,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,27.566666666666666,Player 7846,4.0,251896.3,403584.2
UMP9,Sunesunny,30.0,452707.8,642601.4,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,6.983333333333333,Player 7847,33.0,452633.2,644084.7
S1897,Dannybravo,26.0,418182.5,477800.3,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,7.233333333333333,Player 7848,32.0,417832.2,476652.6
UMP9,malelgbb,10.0,368788.3,416747.4,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,10.85,Player 7849,26.0,367574.8,411527.6
SCAR-L,malelgbb,10.0,368827.5,416750.8,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,11.6,Player 7850,26.0,367864.9,411862.7
M416,WishUAMforEVER,3.0,314928.2,377612.8,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,23.966666666666665,Player 7851,10.0,311382.8,376738.8
Down and Out,WishUAMforEVER,3.0,315970.9,378587.1,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,23.966666666666665,Player 7852,10.0,310794.1,379197.2
Falling,KanQ1nG,3.0,322346.2,422940.8,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,20.2,Player 7853,15.0,330310.2,402016.7
SCAR-L,NO-VAPING-1STPLT,8.0,153965.3,398853.2,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,11.966666666666667,Player 7854,25.0,145003.8,392049.3
UMP9,NoForeplay,16.0,700829.2,341041.5,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,2.1666666666666665,Player 7855,34.0,700950.3,341234.9
Grenade,DaiDaiiiiiiii,1.0,317214.1,362987.4,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,17.233333333333334,Player 7857,19.0,315963.3,367699.6
Down and Out,WishUAMforEVER,3.0,680671.6,456873.3,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,7.283333333333333,Player 7858,31.0,672672.1,456940.5
Down and Out,LangZiMAX3Lian,13.0,321797.1,532553.4,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,13.65,Player 7859,21.0,330632.2,544113.1
Bluezone,unknown,,,,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,13.233333333333333,Player 7860,45.0,0.0,0.0
Down and Out,DliveM,5.0,237933.8,358203.8,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,25.05,Player 7861,8.0,231542.1,368844.5
Bluezone,unknown,,,,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,13.25,Player 7862,45.0,0.0,0.0
Down and Out,DaiDaiiiiiiii,1.0,317765.4,359984.2,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,17.233333333333334,Player 7863,19.0,316579.1,367575.3
S12K,bjber,25.0,373359.8,360665.9,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,4.816666666666666,Player 7864,36.0,372828.3,360883.3
UMP9,fafafafafafafafa,10.0,372895.9,410572.2,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,3.5166666666666666,Player 7865,40.0,372161.2,410339.3
M416,LangZiMAX3Lian,13.0,305764.9,511062.6,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,18.3,Player 7866,26.0,0.0,0.0
M416,DaiDaiiiiiiii,1.0,570986.3,356299.2,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,9.183333333333334,Player 7867,29.0,572326.0,356876.8
Bluezone,unknown,,,,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,13.233333333333333,Player 7868,45.0,0.0,0.0
Down and Out,DaiDaiiiiiiii,1.0,270060.5,396309.2,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,29.533333333333335,Player 7869,3.0,260778.3,396076.5
Kar98k,DliveM,5.0,237845.1,358203.9,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,25.116666666666667,Player 7870,8.0,239728.8,380450.8
Down and Out,DaiDaiiiiiiii,1.0,571146.0,356499.6,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,9.183333333333334,Player 7871,29.0,571950.1,356681.1
UMP9,ToxicCuddles,34.0,710646.8,325185.9,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,5.75,Player 7872,35.0,710510.7,326120.2
Mini 14,Jared_Peppers23,8.0,164771.0,400339.3,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,10.65,Player 7873,25.0,159396.1,399118.5
P1911,Spopochi23,38.0,219418.8,394376.2,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,2.683333333333333,Player 7874,44.0,219024.0,393964.3
UMP9,Sunesunny,30.0,431825.2,628402.8,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,3.45,Player 7875,33.0,432125.8,628056.4
M416,DaiDaiiiiiiii,1.0,265934.1,394293.2,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,31.266666666666666,Player 7876,2.0,266987.8,393622.6
Down and Out,ToxicCuddles,34.0,710297.4,325788.4,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,5.75,Player 7877,35.0,710785.8,326192.2
S1897,LAZARBEAR,39.0,371460.3,410404.8,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,4.083333333333333,Player 7878,40.0,371169.5,410653.8
Down and Out,Laelspot,4.0,251103.0,403910.9,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,27.383333333333333,Player 7879,6.0,251537.7,403470.9
Mini 14,iPlayPwnsGames,33.0,452909.7,644581.9,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,6.933333333333334,Player 7880,30.0,457432.8,644601.9
Grenade,Sunesunny,30.0,452648.7,650139.9,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,7.3,Player 7881,30.0,452648.7,650139.9
M416,WishUAMforEVER,3.0,312210.0,376403.1,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,24.133333333333333,Player 7882,9.0,309598.2,374350.2
M16A4,LangZiMAX3Lian,13.0,321797.1,532553.4,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,13.65,Player 7883,21.0,330667.2,547023.9
Down and Out,WishUAMforEVER,3.0,316255.0,378382.1,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,24.133333333333333,Player 7884,9.0,312003.4,377134.8
Down and Out,KanQ1nG,3.0,320961.4,423609.3,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,20.2,Player 7885,15.0,333971.7,422479.7
SCAR-L,Laelspot,4.0,251181.2,403483.2,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,27.383333333333333,Player 7886,6.0,252239.7,403054.5
UMP9,leknuok,2.0,245483.7,466314.1,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,21.533333333333335,Player 7888,13.0,246161.5,466746.8
Bluezone,Gotfuz,6.0,0.0,0.0,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,27.4,Player 7889,2.0,255822.6,405851.2
Down and Out,KanQ1nG,3.0,250645.7,395937.3,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,28.783333333333335,Player 7890,5.0,249713.4,379250.4
Grenade,KanQ1nG,3.0,246925.3,395414.1,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,27.316666666666666,Player 7891,7.0,250837.8,394345.2
Mini 14,Jared_Peppers23,8.0,167744.7,405037.6,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,9.833333333333334,Player 7892,28.0,168181.0,399676.5
Down and Out,kkanekii,31.0,687358.1,460252.6,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,3.316666666666667,Player 7893,43.0,685010.7,461081.1
Down and Out,DaiDaiiiiiiii,1.0,317859.9,359799.8,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,16.583333333333332,Player 7894,20.0,316549.1,367667.2
M416,DaiDaiiiiiiii,1.0,265353.7,394035.4,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,30.933333333333334,Player 7895,3.0,265099.6,393663.0
UMP9,Blank03,19.0,316146.9,367194.9,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,16.583333333333332,Player 7896,20.0,316661.6,368023.9
Down and Out,KanQ1nG,3.0,246212.9,395068.2,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,27.316666666666666,Player 7897,7.0,250348.9,394888.9
Micro UZI,LUKADUKE2000,31.0,685715.4,461240.0,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,3.316666666666667,Player 7898,43.0,685054.4,461442.8
Down and Out,Th3Messiahh,2.0,251175.2,467010.6,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,20.916666666666668,Player 7899,13.0,244187.8,467837.9
M416,WishUAMforEVER,3.0,255011.3,393583.6,ERANGEL,2U4GBNA0Ymk9LPwpYp_9z4yXsM9Jtcu89z_jR15lyaPMNW5D61vB8jHUZmAHWA7T,28.783333333333335,Player 7900,5.0,246480.3,390375.2
M416,ApLiu,27.0,459076.0,627444.4,ERANGEL,2U4GBNA0Ymn-_Cdv4oWkjCdyBy8JpxhK66GRkakhL3e_ipsY8vXpTh__Bw_Nm3qg,6.883333333333334,Player 7901,29.0,459760.6,628016.2
AKM,cnzzx,12.0,536248.6,600612.6,ERANGEL,2U4GBNA0Ymn-_Cdv4oWkjCdyBy8JpxhK66GRkakhL3e_ipsY8vXpTh__Bw_Nm3qg,22.433333333333334,Player 7902,4.0,536398.1,605390.1
UMP9,TtrgDoge,5.0,423225.7,324694.2,ERANGEL,2U4GBNA0Ymn-_Cdv4oWkjCdyBy8JpxhK66GRkakhL3e_ipsY8vXpTh__Bw_Nm3qg,3.8833333333333333,Player 7903,40.0,420087.9,324824.5
M416,BaoYe900,13.0,435779.1,327233.0,ERANGEL,2U4GBNA0Ymn-_Cdv4oWkjCdyBy8JpxhK66GRkakhL3e_ipsY8vXpTh__Bw_Nm3qg,5.333333333333333,Player 7904,35.0,436451.3,327350.1
Down and Out,JEM510,20.0,407591.3,408324.9,ERANGEL,2U4GBNA0Ymn-_Cdv4oWkjCdyBy8JpxhK66GRkakhL3e_ipsY8vXpTh__Bw_Nm3qg,12.95,Player 7905,5.0,404850.0,407306.1
UMP9,Joker9000,10.0,493149.7,482733.5,ERANGEL,2U4GBNA0Ymn-_Cdv4oWkjCdyBy8JpxhK66GRkakhL3e_ipsY8vXpTh__Bw_Nm3qg,21.35,Player 7906,14.0,494133.0,482238.9
